,ID,Título,Descrição,Categoria
19,220630,unbtv entrevista resistência quilombola kalunga,neste unbtv entrevista nossa equipe conversou com o presidente da associação quilombo kalunga carlos roberto pereira a associação tem 23 anos de atuação com o objetivo de manter e zelar pelo território quilombola kalunga que envolve os municípios de cavalcante teresina de goiás e monte alegre,entrevista
20,220169,unbtv entrevista pesquisa sobre a história dos povos indígenas do brasil,neste unbtv entrevista o professor e pesquisador da ufrj o antropólogo joão pacheco fala sobre a história dos povos indígenas no brasil e como eles ainda não ocupam o papel que deveriam nas pesquisas sobre a formação da nacionalidade brasileira,entrevista
21,219454,2º debate  consulta para escolha de reitora e vicereitor da unb,,unbtv
22,219399,radar da extensão ventre que dança,no radar da extensão de hoje apresentamos o projeto 34ventre que dança34 realizado na unb e consiste em um espaço de experimentações artísticas e de práticas corporais com a integração de ritmos e técnicas de danças em diálogo com as abordagens das práticas integrativas e complementares em saúde assista compartilhe,pesquisa e ciência
23,219397,universidade para quê  a porta para o futuro  ep10,o programa “universidade para quê” busca divulgar à sociedade a partir das ações desenvolvidas no campus da unb em planaltina df os diversos e por vezes pouco conhecidos papéis da universidade pública para além do ensino de graduação tradicionalmente reconhecido como de alta qualidade são pesquisas projetos de extensão e parcerias com instituições governamentais internacionais comunitárias e ligadas à sociedade civil organizada que apoiam o desenvolvimento do território imediatamente ligado aos campi mas que também atingem extensas regiões no brasil e para além de suas fronteiras “universidade para quê” é uma parceria entre unbtv e a faculdade unb planaltina fup por meio do laboratório de educação e comunicação comunitária lecom nesse décimo programa mostraremos como a passagem pela universidade pública transformou a vida de três jovens agora profissionais bemsucedidos nas áreas de gestão do agronegócio gestão ambiental e ciências naturais,pesquisa e ciência
24,219396,unb entrega diploma póstumo a honestino guimarães,a unb entregou o diploma de geólogo para honestino guimarães exaluno da universidade que desapareceu em 1973 durante a ditadura militar brasileira esta foi a primeira vez que a unb entregou um diploma post mortem,unbtv
25,218132,670ª reunião do cepe,,unbtv
26,218129,lei de combate às fake news  defesa da democracia da liberdade de expressão,unbtv  junho2023,unbtv
27,218128,outorga de diploma modalidade post mortem  honestino guimarães,,unbtv
28,218127,unbtv entrevista comunicação pública e tv 30 por cláudia lemos,a presidenta da abc pública cláudia lemos fala sobre tv 30 e a relação com a comunicação pública,entrevista
29,217471,exclusiva  margaridas,no exclusiva deste mês recebemos as cantoras compositoras e irmãs maria paula e sabrina mais conhecidas como margaridas elas comentam o início da carreira o processo de composição e o machismo que enfrentam na indústria musical ,arte e cultura
30,217382,1º debate  consulta para escolha de reitora e vicereitor da unb,,unbtv
31,217122,iagora entrevista o papel da ia na transformação educacional,confira neste episódio do programa iagora entrevista a conversa com a professora da unicamp maria helena guimarães de castro ela é titular da cátedra instituto ayrton senna de inovação em avaliação educacional vinculada ao instituto de estudos avançados da universidade de são paulo polo ribeirão preto e vicepresidente do conselho estadual de educação de são paulo entre outros temas foram discutidos os desafios éticos avanços potenciais e o papel crucial dos educadores na integração da inteligência artificial na sala de aula o programa iagora entrevista é uma iniciativa do projeto iagora brasil idealizado e coordenado pela professora isabela oliveira da faculdade de comunicação da universidade de brasília facunb com o apoio da fundação de apoio à pesquisa do distrito federal fapdf e parceria com a unb o projeto visa capacitar mil professores do df para o uso da ia na educação oferecendo um curso abrangente de 180 horas a ser realizado entre 2024 e 2025  ,entrevista
32,217121,fs promove atendimento a trabalhadores adoecidos,o projeto caminhos do trabalho busca mapear e combater a subnotificação de doenças acidentes no ambiente de trabalho a iniciativa coordenada pelas professoras da unb renata queiroz dutra faculdade de direito e maria da graça luderitz hoefel faculdade de ciências da saúde oferece atendimento médico assistência jurídica e notificação de casos aos sistemas de informação ,unbtv
33,217082,professor emérito marco antônio almeida souza,o professor do departamento de engenharia civil e ambiental encftunb marco antônio almeida de souza recebe o título de emérito confira a íntegra transmitida em 16112023,unbtv
34,217069,unbtv entrevista peça denuncia ataque à universidade pública,o jornalista rafael villas bôas conversa com o diretor ator e servidor da unb magno assis sobre teatro de guerrilha no combate à privatização do ensino superior compartilhe,entrevista
35,216681,a neoindustrialização do brasil a nova política industrial e o futuro do brasil,transmissão realizada em 05022024,unbtv
36,216602,unb oferece aulas gratuitas de tai chi pai lin,estudantes técnicos e professores podem participar de aulas gratuitas de tai chi pai lin no campus darcy ribeiro as aulas são gratuitas e ocorrem aos domingos das 10h às 11h30 ao lado do prédio da reitoria para mais informações acesse o perfil do instagram 64otaodaraiz,unbtv
37,216599,unbtv entrevista tv 30 e o algoritmo por murilo césar ramos,acompanhe no unbtv entrevista uma série de três programas sobre tv 30 o primeiro é com o professor murilo césar ramos e ele trata da relação da tv com os algoritmos  compartilhe,entrevista
38,213642,512ª reunião do consuni,,unbtv
39,213636,435° reunião do cad  conselho de administração da unb,,unbtv
40,213618,unbtv entrevista presidenta da adunb faz balanço da greve dos professores,a jornalista aline romio da unbtv entrevistou a a professora eliene novaes presidenta da adunb sobre a greve dos professores na universidade de brasília assista para ver o balanço do movimento que teve caráter nacional,entrevista
41,213616,radar da extensão coral identidade e corpos cantantes,inclusão pela arte são a base dos projetos de extensão corpos cantantes e coral identidades que fazem música com movimentos corporais além do uso da voz assista curta compartilhe,pesquisa e ciência
42,207399,unbtv entrevista lauri miranda primeira doutora em história na américa latina,nesta edição do unbtv entrevista a jornalista iasmin costa conversa com lauren miranda a primeira mulher trans doutora em história na américa latina laura defendeu uma tese sobre a luta contra as opressões que mulheres e movimentos lgbt43 enfrentam,entrevista
43,207164,exclusiva lenine,nesta edição do exclusiva conversamos com o cantor e compositor lenine à unbtv ele fala da turnê 34rizoma34 acompanhado de seu filho bruno giorgi do processo de gravação dos discos e da formação de parcerias confira a entrevista completa ,arte e cultura
44,207162,exclusiva renata jambeiro,o exclusiva deste mês é com a cantora e atriz formada pela unb renata jambeiro ela nos contou um pouco sobre sua carreira nas artes seu início nas artes cênicas e sobre a importância do teatro nas performances dos seus shows também falou sobre sua trajetória internacional e sobre as inspirações para o afrodisia saiba mais sobre renata jambeiro  httpsrenatajambeirocombr httpswwwyoutubecomcrenatajambeiro httpsopenspotifycomartist0p7eoz5ravp46jccu2cvdx httpwwwinstagramcomrenatajambeirooficial ,arte e cultura
45,207151,informe unb congresso debate exclusão digital,o departamento de ciências da computação da unb realizará de 21 a 25 de julho a edição 2024 do congresso da sociedade brasileira de computação no complexo brasil 21 em brasília o evento considerado o maior da área na américa latina terá o seguinte tema deserto digital um mundo desconectado e não visto o professor da unb marcelo marotta dá detalhes sobre a programação ,jornalismo
46,207150,unb aprova política de combate ao assédio,a universidade de brasília aprovou um documento que regulamenta o processo de denúncias por assédio dentro da universidade é a política de prevenção e combate aos assédios moral sexual discriminações e outras violências a proposta foi apresentada durante a décima primeira reunião da câmara de direitos humanos de unb,unbtv
47,207149,unb aumenta número de vagas de cursos ead,a coordenação de aperfeiçoamento de pessoal de nível superior capes aprovou aumento de vagas em cursos na modalidade ensino a distância ead ofertados pelo centro de educação a distância e tecnologias educacionais cead da unb no âmbito do programa universidade aberta do brasil uab com isso serão ao todo 3295 vagas sendo 1285 para graduação e 2010 para especialização,unbtv
48,207148,unb realiza nova consulta para reitor,vem aí a consulta para a comunidade universitária escolher o novo reitor da unb assista e saiba mais assista curta compartilhe,unbtv
49,206806,especial 60 anos,o período marcado pela ditadura militar completa sessenta anos em 2024 essa parte da história marcou a trajetória da universidade de brasília para relembrar o impacto que o governo militar teve sobre a universidade o campus darcy ribeiro e a faculdade de planaltina realizaram eventos de resgate da história e de resistência ,unbtv
50,206750,unb prorroga calendário acadêmico,a unb prorrogou o ano letivo de 2024 para repor os dias de greve assista e veja como ficou o novo calendário ,unbtv
51,206749,fala jovem estudantes relatam impacto da greve no calendário acadêmico,depois de dois meses sem aula a greve acabou com isso o calendário estudantil foi reformulado o final do primeiro semestre será no dia 21 de setembro já o segundo semestre vai de 14 de outubro a 22 de fevereiro mas… o que será que os estudantes acham disso fala jovem,jornalismo
52,206748,iagora entrevista o poder da ia na sala de aula,neste episódio de estreia do programa iagora entrevista recebemos a professora rosa maria vicari da universidade federal do rio grande do sul ufrgs uma das maiores especialistas em inteligência artificial aplicada à educação no brasil ela compartilhou a sua visão sobre como a ia está transformando a educação os desafios e as oportunidades segundo estudos desenvolvidos por rosa até 2030 inovações tecnológicas estarão presentes em até 50 das escolas brasileiras e a computação em nuvem em 70 das instituições de ensino o programa iagora entrevista é uma iniciativa do projeto iagora brasil idealizado e coordenado pela professora isabela oliveira da faculdade de comunicação da universidade de brasília facunb com o apoio da fundação de apoio à pesquisa do distrito federal fapdf e parceria com a unb o projeto visa capacitar mil professores do df para o uso da ia na educação oferecendo um curso abrangente de 180 horas a ser realizado entre 2024 e 2025 confira,entrevista
53,206206,unbtv ciência canabidiol reduz consumo de crack,estudo clínico experimental da faculdade de ceilândia da unb chegou ao fim com resultados promissores para o tratamento de dependentes de crack pesquisadores testaram a eficácia do canabidiol e concluíram que a substância química contribuiu com a redução do uso de crack o estudo realizado com 60 voluntários durante 11 semanas mostrou que o canabidiol é uma alternativa eficaz e com menos efeitos colaterais em relação ao tratamento convencional baseado em três medicamentos estabilizador de humor ansiolítico e antidepressivo confira,pesquisa e ciência
54,206204,unbtv entrevista balanço da greve dos técnicos em educação,os servidores técnicoadministrativos da educação taes voltaram ao trabalho depois de três meses de greve a categoria parou nacionalmente as atividades para reivindicar a reestruturação da carreira e recomposição salarial para discutir a importância da mobilização e as conquistas da greve recebemos a representante do movimento taes na luta carla vizzotto,entrevista
55,206190,marco ancestral  especial acampamento terra livre 2024,acompanhe o especial sobre o acampamento terra livre 2024 que mostra a resistência indígena em brasília em busca do marco ancestral das terras dos povos indígenas assista e compartilhe,unbtv
56,206189,unbtv entrevista a contribuição dos saberes tradicionais para a ciência,o unbtv entrevista recebe a bióloga escritora e ativista socioambiental nurit bensusan confira,entrevista
57,206188,tv 30 unb contribui para a inovação da tv digital,nos dias 03 e 04 de abril aconteceu o seminário de apresentação da tv 30 no ministérios das comunicações e a universidade de brasília unb contribui para a inovação da tv digital assista,unbtv
58,206187,radar da extensão entendendo a extensão,dentro da universidade de brasília existe um setor especializado em ofertar atividades de extensão o decanato de extensão acompanhe neste primeiro episódio do radar da extensão uma conversa com a decana olgamir amancia,pesquisa e ciência
59,196870,exclusiva jovem dionísio,nesta edição do exclusiva trouxemos a banda curitibana jovem dionísio os integrantes contam pra gente como a banda surgiu a história da música pontos de exclamação a estética da banda entre outras histórias ,arte e cultura
60,196869,exclusiva cacai nunes,no exclusiva conversamos com cacai nunes violeiro pesquisador produtor e dj à unbtv ele fala do contato com a viola instrumento que fez despertar seu lado compositor e da relação com o instrumentista roberto corrêa o qual fez diferença em sua carreira cacai nunes comenta o álbum avesso que abriu portas para ele no brasil e no exterior além disso aborda a importância do baile forró de vitrola na valorização da memória musical nordestina confira a entrevista completa,arte e cultura
61,196868,exclusiva devise,no exclusiva deste mês recebemos a banda mineira de rock alternativo devise eles falaram sobre o início da banda que foi formada nos corredores da universidade federal de são joão delrei ufsj comentaram sobre o processo criativo do álbum mais recente 34depois de abrir os olhos34 e da parceria com a cantora francesa ysée  vocalista da banda inglesa noel gallagher39s high flying birds,arte e cultura
62,196867,exclusiva  martte,a exclusiva é com o cantor e compositor paulistano martte ele nos conta que sua paixão pela música vem desde a infância fala sobre seu primeiro álbum “vem bem vindo” e comenta sobre o processo criativo na pandemia além disso destaca como lida com situações de racismo no cotidiano e os detalhes para  o próximo álbum confira a entrevista completa,arte e cultura
63,196866,exclusiva felipe cordeiro,no exclusiva deste mês conversamos com o cantor e compositor paraense felipe cordeiro ele comenta a primeira vez que se apresentou no exterior e como isso agregou para sua carreira fala também do seu álbum mais recente “ transpyra” e conta como vê a situação atual da amazônia e da efervescência da cena musical do pará confira a entrevista completa,arte e cultura
64,196863,diálogos vulnerabilidade social,a professora inez montagner da faculdade de saúde coletiva da unb conversa sobre o conceito de 34vulnerabilidade social34 com victor nunes gonçalves subsecretário de igualdade racial do distrito federal confira,entrevista
65,196765,tirando de letra drauzio varella,o médico e escritor drauzio varella é o entrevistado desta edição do tirando de letra programa de literatura da unbtv na entrevista ele compartilhou sua relação com a palavra e o processo de escrita que iniciou tardiamente segundo ele com estação carandiru lançado em 1999 no qual conta a experiência como médico voluntário da casa de detenção de são pauloconfira  a entrevista ,entrevista
66,196764,tirando de letra aline bei,nesta edição do tirando de letra julliany mucury conversa com aline bei escritora que lançou em 2021 o seu segundo romance de prosa poética pequena coreografia do adeus pela companhia das letras maior editora do país a autora conquistou o público em 2017 com seu primeiro romance o peso do pássaro morto lançado pela editora independente nós ,entrevista
67,196763,tirando de letra waleska barbosa,nesta edição do tirando de letra a jornalista e escritora waleska barbosa conversa sobre seu livro de estreia 34que o nosso olhar não se acostume às ausências34 lançado em 2019nas 74 crônicas e prosas poéticas da obra selecionadas do blog 34um por dia34 waleska barbosa evoca múltiplas vozes – mulher negra mãe solo paraibana – para falar de racismo feminicídio maternidade mulheres e também sutilezas do cotidianoa entrevista foi gravada antes da pandemia em fevereiro deste ano no espaço cultural renato russo localizado na 508 sul ,entrevista
68,196212,brasil em questão justiça e democracia,nesta edição do programa brasil em questão nós conversamos com a professora talita rampin da faculdade de direito da unb e com o advogado diego vedovatto da rede nacional de advogadas e advogados populares renap eles falaram sobre a relação entre justiça e democracia no brasil confira mais na entrevista,entrevista
69,196211,brasil em questão meio ambiente,no último episódio da primeira temporada do brasil questão o tema em destaque é o meio ambiente no programa realizado pela unbtv estão entre os pontos discutidos a legislação ambiental a política do atual governo federal para desarticular a lei e os mecanismos de fiscalização e a retirada da sociedade civil organizada  e diretamente afetada pelas mudanças  das instâncias participativas a exemplo do conama os entrevistados são maureen santos professora da pucrio e coordenadora da fase e carlos augusto klink professor do departamento de ecologia do ib da universidade de brasília,entrevista
70,196210,brasil em questão militares e crise política,nesta edição do programa brasil em questão conversamos sobre a atuação dos militares na atual crise política para tanto convidamos o professor alcides costa vaz do instituto de relações internacionais da unb e a professora adriana marques do instituto de relações internacionais e defesa da ufrj entre os assuntos abordamos o papel das forças armadas a presença de militares da ativa e da reserva em cargos civis o empoderamento político de militares a partir das missões de paz e as expectativas sobre a atuação das forças armadas nas eleições de 2022,entrevista
71,196209,brasil em questão racismo,a discussão sobre o racismo que é um dos principais problemas da história do brasil tem ganhado fôlego nos últimos meses diversas situações de discriminação violência e ofensa a pessoas negras têm reposicionado essa temática no debate público neste episódio do programa brasil em questão nós conversamos com os professores renísia garcia da faculdade de educação da unb e cléber vieira presidente da associação brasileira de pesquisadores negros e negras confira,entrevista
72,196208,encontro de corais da unb 2021,encontro anual dos corais da unb que são apoiados pela diretoria de esporte e atividades comunitárias do decanato de assuntos comunitários,unbtv
73,196207,tirando de letra julliany mucury,nesta edição o tirando de letra entrevista julliany mucury apresentadora deste programa há 12 anos ela é formada em letras pela universidade de brasília e tem mestrado e doutorado em literatura brasileira pela unb sua tese defendida em 2019 sobre as letras poéticas do cancionista renato russo virou livro a investigação partiu da provocação 34renato russo é poeta34 para dar uma resposta julliany mucury mergulhou em 29 canções quer conferir o resultado então vem com a gente,entrevista
74,195874,emcantos margaridas,cantoras compositoras musicistas e irmãs maria paula e sabrina mais conhecidas como margaridas vêm chamando atenção da cena autoral do distrito federal donas de vozes e presenças marcantes têm conquistado o público com muito talento carisma e versatilidade residentes de taguatinga utilizam a liberdade força e expressividade feminina como temas centrais de suas escrevivênciasas artistas compartilham influências do pop hip hop rampb mpb e afrobeat além de apresentarem a versatilidade musical estética e artística como características marcantes de seus trabalhos desde 2018 margaridas estão ativas na cena cultural do distrito federal com lançamento de músicas videoclipes eventos e shows sempre buscando conexões reais com seu público,arte e cultura
75,195873,especial mulheres na ciência,nem que seja a contagotas os espaços vão sendo conquistados pelas mulheres e neste 8 de março a unbtv homenageia as mulheres que se dedicam à ciência e contribuem para que o ramo seja mais plural ,unbtv
76,195594,unb recebe primeiro fórum nacional de aviação agrícola,o brasil tem a segunda maior frota de aviões agrícolas do mundo ficando atrás apenas dos estados unidos entretanto ainda existem restrições para a utilização dessa prática em diversas áreas do país como o distrito federal esse foi um dos tópicos do debate,unbtv
77,195532,processo seletivo unb 6043 abre portas para o conhecimento,⁠⁠⁠⁠⁠⁠⁠o resultado do vestibular 6043 da unb foi divulgado dia 29 de fevereiro a primeira edição contou com mais de três mil inscritos foram 136 vagas para 37 cursos nos quatro campi na universidade,unbtv
78,195531,servidores técnicoadministrativos aderem greve nacional por reestruturação da carreira,greve começa no dia 11 de março servidores reivindicam reestruturação da carreira e reajuste salarial saiba mais sobre essa mobilização,unbtv
79,195100,unbtv entrevista desastres ambientais e impactos,nesta edição do unbtv entrevista recebemos a professora tânia cristina cruz da faculdade de planaltina,entrevista
80,195099,unbtv entrevista voto feminino,⁠⁠⁠⁠⁠⁠⁠no brasil em 24 de fevereiro de 1932 as mulheres passaram a ter a prerrogativa de participar da escolha dos representantes políticos por meio do voto o direito só foi reconhecido com um decreto do então presidente getúlio vargas mas essa conquista foi fruto de muita luta liderada pelas próprias mulheres para debater o assunto esta edição convida a socióloga mestre e doutora em ciência política e pesquisadora da história da participação política das mulheres no brasil ana prestes,entrevista
81,194563,fup promove ação de combate à dengue no campus,o campus de planaltina aproveitou o período de férias para tornar a faculdade mais segura contra a dengue o objetivo é frear a disseminação da doença e proteger quem frequenta a faculdade de planaltina fup ,unbtv
82,194562,prêmio jabuti acadêmico abre inscrições,voltado para premiar obras científicas técnicas e profissionais o prêmio jabuti acadêmico abre inscrições pela primeira vez confira,unbtv
83,194561,unb divulga calendário de atividades acadêmicas,⁠⁠⁠⁠⁠⁠⁠o período para solicitação de matrícula vai ocorrer no dia 22 ao dia 26 de fevereiro os resultados vão ser divulgados no dia 28,unbtv
84,194560,unb está entre as três federais mais sustentáveis do país,a universidade de brasília está entre as três federais mais sustentáveis do país os dados são do 34qs world university rankings34 a pesquisa avalia as 34 instituições de ensino superior do brasil,unbtv
85,194559,brasil em questão redes sociais,⁠⁠⁠⁠⁠⁠⁠as redes sociais são cada vez mais utilizadas por pessoas de todos os lugares seja para propagar uma ideia ou para passar o tempo mas será que elas podem servir como uma rede de apoio esse é o debate do terceiro episódio do brasil em questão,entrevista
86,194558,unbtv entrevista 27 anos da morte de darcy ribeiro,⁠⁠⁠⁠⁠⁠⁠nascido em minas gerais darcy ribeiro foi educador antropólogo sociólogo senador e  um dos primeiros a engajarse politicamente na causa do ensino público gratuito e de qualidade para relembrar o legado de darcy depois de 27 anos de falecimento o unbtv entrevista recebe o diretor técnico de extensão da unb alexandre pilati,entrevista
87,194475,solenidade outorga título de mérito universitário à servidora antônia célia barros lins bomfim,solenidade outorga título de mérito universitário à servidora antônia célia barros lins bomfim,unbtv
88,194474,429ª reunião do cad,429ª reunião do cad,unbtv
89,194473,explique sua tese testes de medicamentos em seres humanos,praticamente todo medicamento que encontramos na farmácia passou pela etapa de testes em seres humanos mas pouco se sabe sobre esse processo e as dinâmicas envolvidas a tese de doutorado de rosana castro vencedora do prêmio esocitebr analisou o cenário dos ensaios clínicos no brasil confira a entrevista04102019,pesquisa e ciência
90,194472,explique sua tese migrações forçadas de crianças para os estados unidos,todos os anos milhares de pessoas tentam cruzar uma das fronteiras mais vigiadas do mundo a que separa o méxico dos estados unidos entre elas estão várias crianças nesta edição do explique sua tese você confere os resultados da pesquisa de campo de elisa colares com 45 crianças e adolescentes nas fronteiras de tamaulipas texas e sonora  arizona entre janeiro e julho de 201804092019,pesquisa e ciência
91,194471,explique sua tese o olhar sobre o outro na obra de chico buarque,o cantor e compositor chico buarque é mestre na arte de adotar a perspectiva do outro suas composições dão voz a minorias excluídos e marginalizados abordados de maneira sensível essa poética em direção ao outro foi o foco da tese de doutorado de kelly viana defendida no programa de pósgraduação em literatura e práticas sociais da unb confira nesta edição do explique sua tese11022020,pesquisa e ciência
92,194470,explique sua tese professores indígenas resgatam saberes tradicionais,primeira indígena doutora em antropologia pela unb a pesquisadora eliane boroponepá estudou o papel dos professores na preservação dos saberes tradicionais da comunidade balatiponéumutina05112019,pesquisa e ciência
93,194433,aprovados comemoram resultado do pas,a universidade de brasília divulgou o resultado do pas confira um pouco de como foi a festa dos aprovados no teatro de arena ah e fique de olho na matrícula pois as aulas começam dia 18 de março,unbtv
94,194413,explique sua tese pesquisa questiona racionalidade por trás da gestão hídrica no df,o distrito federal passou por uma grave crise hídrica de 2016 a 2018 hoje estamos na iminência de um novo período de seca intensa no país e de lá pra cá o que aprendemos a tese de doutorado de denise agustinho defendida no centro de desenvolvimento sustentável da unb propõe repensar a racionalidade instrumental por trás da gestão hídrica no df em vez de focar na escassez pensar em construir uma cidade sensível à água com foco em reuso por exemplo confira no explique sua tese12062021,pesquisa e ciência
95,194412,explique sua tese matematização do conhecimento acirra embate entre ciências naturais e culturais,o tensionamento entre as ciências culturais e as ciências da natureza é antigo a partir da modernidade áreas como a física e a química se afastam da filosofia e adotam a matemática como principal linguagem de expressão com isso ganham em prestígio a partir do aumento da capacidade de prever e justificar os fenômenos a matemática tornase então uma referência de conhecimento “preciso” e “seguro” até mesmo para as ciências culturais mas faz sentido hierarquizar a produção do saber científico confira o debate instigado pela primeira tese de doutorado defendida no programa de pósgraduação em metafísica da unb de autoria do pesquisador ivânio lopes de azevedo jrtodas as pesquisas apresentadas no programa estão disponíveis no repositório institucional da unb wwwrepositoriounbbr07052021,pesquisa e ciência
96,194411,explique sua tese plano urbanístico de brasília beneficia convivência entre crianças,quem passou a infância em brasília sabe o que é brincar nos pilotis dos prédios aproveitar as árvores e parquinhos das superquadras o planejamento urbanístico da cidade permite que as crianças convivam aprendam e se socializem nas áreas comuns apropriandose dos espaços e transformandoos em lugares de significado é o que mostra a tese de doutorado de rhaisa pael defendida no programa de pósgraduação em educação da unb neste mês em que brasília comemora 61 anos vamos relembrar como foi crescer na capital federal confira a entrevistatodas as pesquisas apresentadas no programa estão disponíveis no repositório institucional da unb wwwrepositoriounbbr11042021,pesquisa e ciência
97,194408,explique sua tese formação de educadores para o campo transforma ensino tradicional,a universidade de brasília foi uma das pioneiras no país ao implementar um curso de graduação para formar educadores que atuassem em escolas do campo com atividades desenvolvidas na faculdade unb planaltina fup a licenciatura em educação do campo ledoc já vai completar 14 anos de existência com dezenas de egressos envolvidos na reformulação de práticas pedagógicas e na gestão de escolas nesses territórios a atuação desses profissionais foi o tema da tese de doutorado de márcia bittencourt atual secretária municipal de educação de belém no pará confira a entrevista na primeira edição do explique sua tese em casatodas as pesquisas mostradas no programa estão disponíveis na íntegra no repositório institucional da unb wwwrepositoriounbbr15032021,pesquisa e ciência
98,194407,explique sua tese formação de crenças e subjetividade de evangélicos é tema de pesquisa na unb,os evangélicos já representam 31 da população brasileira de acordo com uma pesquisa do instituto datafolha de 2020  em ano eleitoral o imaginário e o posicionamento desse público têm ainda mais peso no cenário político e qual o impacto das igrejas pentecostais sobre a formação das crenças e da subjetividade dos indivíduos esse foi o debate levantado pela pesquisadora francesa morgane laure reina em tese de doutorado defendida no programa de pósgraduação em ciências sociais da unb confira no programa explique sua tese11022022,pesquisa e ciência
99,194406,explique sua tese homens e mulheres regulam pressão arterial de forma diferente durante exercícios,uma pesquisa da unb revelou que homens e mulheres regulam a pressão arterial de forma diferente durante a prática de exercícios físicos isso tem implicações tanto para profissionais de educação física quanto para outras áreas da saúde ou seja é preciso levar em conta o sexo para se pensar em intervenções adequadas seja na prescrição de exercícios físicos seja na prescrição de tratamentos e medicamentos a tese de doutorado de milena samora defendida na faculdade de educação física da unb venceu o prêmio capes de tese 2021 na área19102021,pesquisa e ciência
